year,Base case diesel consumed,Modeled residential ashp
2017,205935.528544,-1177053.64239
2018,208907.35903,-1174081.8119
2019,211879.189516,-1171109.98141
2020,214665.280597,-1168323.89033
2021,217265.632273,-1165723.53866
2022,219865.983948,-1163123.18698
2023,222280.596218,-1160708.57471
2024,224880.947894,-1158108.22304
2025,227295.560164,-1155693.61077
2026,229710.172434,-1153278.9985
2027,231939.045299,-1151050.12563
2028,234353.657569,-1148635.51336
2029,237139.74865,-1145849.42228
2030,239740.100325,-1143249.07061
2031,242154.712595,-1140834.45834
