year,Base case cost,Modeled diesel efficiency
2019,5540959.87826,6376338.31031
2020,5874197.80379,6647896.67461
2021,6121562.11263,6842123.70486
2022,6304622.1512,6978610.65794
2023,6423201.49793,7057180.31567
2024,6541955.44745,7136593.77384
2025,6660874.90584,7216826.71068
2026,6823602.36771,7337538.44212
2027,6942895.28206,7419402.24417
2028,7062325.21109,7502013.67319
2029,7206113.28094,7607377.33485
2030,7306217.0243,7673622.17647
2031,7471331.9367,7799548.36081
2032,7613100.55564,7904817.32032
2033,7776122.05344,8029960.47496
2034,7939735.86692,8156182.52604
2035,8060133.38637,8243644.79654
2036,8225821.8204,8372796.01742
2037,8348691.66673,8463524.56043
2038,8515901.20624,8595053.43132
