year,Base case cost,Modeled transmission and interties
2021,12658507.6439,
2022,13036328.6624,
2023,13280800.4442,
2024,13525621.4316,
2025,13770773.4368,
2026,14106466.6842,
2027,14352365.6013,
2028,14598538.5477,
2029,14894890.3934,
2030,15100948.3508,
2031,15441416.4993,
2032,15733729.4432,
2033,16070010.7625,
2034,16407476.7132,
2035,16655584.8404,
2036,16997200.0322,
2037,17250252.8132,
2038,17594910.2159,
2039,17846113.905,
2040,18232939.0919,
