year,Base case diesel consumed,Modeled diesel efficiency
2019,2147658.86754,1952417.15231
2020,2151720.80725,1956109.82477
2021,2155479.61712,1959526.92466
2022,2159117.17507,1962833.79552
2023,2162694.10705,1966085.55186
2024,2166210.41306,1969282.19369
2025,2169666.09311,1972423.72101
2026,2173121.77316,1975565.24832
2027,2176456.20127,1978596.54661
2028,2179730.00342,1981572.73038
2029,2183670.6912,1985155.17381
2030,2187490.12704,1988627.38822
2031,2191006.43305,1991824.03005
2032,2193977.10537,1994524.64125
2033,2196644.64786,1996949.67988
2034,2199372.81632,1999429.83302
2035,2202222.23671,2002020.21519
2036,2205314.16097,2004831.05542
2037,2208648.58908,2007862.35371
2038,2211922.39123,2010838.53748
