year,Base case cost,Modeled residential energy efficiency
2017,9210266.01962,9898366.69464
2018,9818252.6282,10378817.4158
2019,10622611.756,11027979.9843
2020,11064132.0707,11373155.8587
2021,11420484.5016,11647115.9189
2022,11718736.0781,11873695.4746
2023,11947291.3608,12041273.1964
2024,12187594.2896,12221652.1133
2025,12420631.2109,12395793.8818
2026,12699865.7956,12610727.6461
2027,12927902.8966,12781855.5366
2028,13167890.5858,12965892.2125
2029,13452764.3025,13192545.4533
2030,13684732.4392,13373617.3363
2031,13977834.7359,13607100.1527
