year,Base case cost,Modeled wind power
2019,5540959.87826,5826907.3994
2020,5874197.80379,6077734.8653
2021,6121562.11263,6258929.76398
2022,6304622.1512,6388126.38506
2023,6423201.49793,6465135.65934
2024,6541955.44745,6542834.21212
2025,6660874.90584,6621200.88808
2026,6823602.36771,6736022.19263
2027,6942895.28206,6815732.4895
2028,7062325.21109,6896047.89591
2029,7206113.28094,6997256.46455
2030,7306217.0243,7063071.32657
2031,7471331.9367,7182566.99203
2032,7613100.55564,7283064.1996
2033,7776122.05344,7401307.93321
2034,7939735.86692,7520549.9917
2035,8060133.38637,7604816.45793
2036,8225821.8204,7726916.8292
2037,8348691.66673,7814420.94702
2038,8515901.20624,7938789.81124
