year,Base case cost,Modeled non-residential energy efficiency
2017,741776.034786,742219.760274
2018,778370.170573,773166.753855
2019,827631.507209,815581.175004
2020,851558.442147,835203.254158
2021,868448.04328,848526.799773
2022,881115.244129,858088.419309
2023,889560.044695,863887.067769
2024,896597.378501,868459.401965
2025,905042.179067,874342.102932
2026,914894.446394,881534.197416
2027,923339.24696,887497.057232
2028,930376.580766,892229.754092
2029,940228.848093,899537.898125
2030,945858.715137,903076.409919
2031,955710.982464,910457.457944
