year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,111200.35,4644.43,87428.23,180163.31
2018,112451.44,4557.84,87428.23,188249.48
2019,113776.13,4469.38,87428.23,196335.65
2020,115100.82,4380.73,87428.23,204421.82
2021,116425.51,4293.04,87428.23,215203.38
2022,117676.61,4205.25,87428.23,223289.55
2023,119001.3,4117.79,87428.23,231375.72
2024,120325.99,4029.1,87428.23,239461.88
2025,121650.68,3940.19,87428.23,247548.05
2026,122975.37,3850.77,87428.23,258329.61
2027,124226.46,3762.58,87428.23,266415.78
2028,125551.15,3675.03,87428.23,274501.95
2029,127023.03,3578.02,87428.23,285283.51
2030,128421.31,3483.3,87428.23,293369.68
2031,129746.0,3391.84,87428.23,301455.85
