year,Base case cost,Modeled residential energy efficiency
2017,1299920.72587,986789.204343
2018,1414391.18023,1076482.96533
2019,1557863.48188,1187484.50264
2020,1658013.02869,1270718.00109
2021,1765608.11592,1365755.98317
2022,1848280.71168,1438506.93668
2023,1923387.78349,1506326.6077
2024,1996443.55691,1573005.79918
2025,2073715.12624,1643088.21107
2026,2175100.39085,1736470.60517
2027,2254912.89206,1809187.64125
2028,2332266.29101,1880351.89541
2029,2438106.02878,1978324.40523
2030,2513878.67229,2048856.27645
2031,2602110.48634,2129306.07513
