year,Base case diesel consumed,Modeled residential ashp
2017,26827.4166286,-153335.894763
2018,28031.4965505,-152131.814841
2019,29235.5764725,-150927.734919
2020,30439.6563944,-149723.654997
2021,32045.0962903,-148118.215101
2022,33249.1762123,-146914.135179
2023,34453.2561342,-145710.055257
2024,35657.3360562,-144505.975335
2025,36861.4159781,-143301.895413
2026,38466.855874,-141696.455517
2027,39670.935796,-140492.375595
2028,40875.0157179,-139288.295673
2029,42480.4556139,-137682.855778
2030,43684.5355358,-136478.775856
2031,44888.6154577,-135274.695934
