year,Base case cost,Modeled water and wastewater efficiency
2017,46294.4384097,66573.8342069
2018,48419.4134047,67292.1120529
2019,51287.3545235,68551.5526515
2020,52605.9823655,68752.4087953
2021,53492.101244,68670.6428609
2022,54117.5511227,68425.5604281
2023,54486.3610353,68018.7420784
2024,54765.6947537,67567.1995511
2025,55123.5741878,67187.8553684
2026,55558.3843043,66879.5561513
2027,55907.9296396,66527.0424372
2028,56172.4295229,66130.1948788
2029,56579.5940493,65854.5397493
2030,56742.6580907,65420.6022482
2031,57149.1395662,65171.867539
