year,Base case cost,Modeled solar power (pv)
2016,216930.273598,221741.136319
2017,248007.363355,252275.151534
2018,269334.777895,273248.048604
2019,298583.803548,302003.781601
2020,311989.606973,315211.70697
2021,321568.031074,324672.482586
2022,327832.829202,330865.36766
2023,332707.666811,335702.172698
2024,336363.795018,339342.655928
2025,340629.277926,343582.521415
2026,346585.65778,349493.0307
2027,351467.145918,354340.21506
2028,355128.262021,357988.686916
2029,361111.243991,363928.796374
2030,364661.795053,367478.33109
2031,370671.379138,373446.867532
2032,376185.498828,378920.996009
2033,381699.618518,384396.16664
2034,386688.346432,389346.973536
2035,390359.438329,393010.534722
