year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,27715.0,20492.7619862
2018,27715.0,20492.7619862
2019,27715.0,20492.7619862
2020,27715.0,20492.7619862
2021,27715.0,20492.7619862
2022,27715.0,20492.7619862
2023,27715.0,20492.7619862
2024,27715.0,20492.7619862
2025,27715.0,20492.7619862
2026,27715.0,20492.7619862
2027,27715.0,20492.7619862
2028,27715.0,20492.7619862
2029,27715.0,20492.7619862
2030,27715.0,20492.7619862
2031,27715.0,20492.7619862
2032,,
2033,,
2034,,
2035,,
2036,,
