year,Base case cost,Modeled diesel efficiency
2019,298583.803548,463349.797695
2020,311989.606973,475536.891717
2021,321568.031074,484244.549991
2022,327832.829202,489939.821016
2023,332707.666811,494371.49157
2024,336363.795018,497695.244485
2025,340629.277926,501572.95622
2026,346585.65778,506987.846997
2027,351467.145918,511425.563485
2028,355128.262021,514753.850852
2029,361111.243991,520192.92537
2030,364661.795053,523420.699063
2031,370671.379138,528883.957322
2032,376185.498828,533896.793404
2033,381699.618518,538909.629485
2034,386688.346432,543444.83668
2035,390359.438329,546782.19295
2036,397016.617656,552834.174156
2037,400692.697449,556176.064877
2038,406757.979713,561689.957844
