year,Base case cost,Modeled biomass for heat (cordwood)
2017,148149.233204,165880.074851
2018,157849.483204,173052.541546
2019,171152.683204,182889.0673
2020,177249.983204,187397.474937
2021,181407.233204,190471.389235
2022,184455.883204,192725.593053
2023,186673.083204,194365.014012
2024,188335.983204,195594.579731
2025,190276.033204,197029.07307
2026,192770.383204,198873.421649
2027,194987.583204,200512.842608
2028,196650.483204,201742.408327
2029,199144.833204,203586.756906
2030,200530.583204,204611.395005
2031,203024.933204,206455.743584
2032,,
2033,,
2034,,
2035,,
2036,,
