year,Base case diesel consumed,Modeled diesel efficiency
2019,2279.27522292,2072.06838447
2020,2169.9993948,1972.72672255
2021,2169.9993948,1972.72672255
2022,2169.9993948,1972.72672255
2023,2169.9993948,1972.72672255
2024,2169.9993948,1972.72672255
2025,2060.72356668,1873.38506062
2026,2060.72356668,1873.38506062
2027,2060.72356668,1873.38506062
2028,2060.72356668,1873.38506062
2029,2060.72356668,1873.38506062
2030,1951.44773856,1774.04339869
2031,1951.44773856,1774.04339869
2032,1951.44773856,1774.04339869
2033,1951.44773856,1774.04339869
2034,1951.44773856,1774.04339869
2035,1842.17191044,1674.70173677
2036,1842.17191044,1674.70173677
2037,1842.17191044,1674.70173677
2038,1842.17191044,1674.70173677
