year,Base case cost,Modeled non-residential energy efficiency
2017,280592.533985,282528.372704
2018,295119.242584,296569.547302
2019,315588.695609,316354.83878
2020,325163.117185,325609.249311
2021,332096.319016,332310.719005
2022,337048.606038,337097.483072
2023,340680.283188,340607.776722
2024,343651.655401,343479.835162
2025,346953.180083,346671.011207
2026,351245.162168,350819.540066
2027,354876.839318,354329.833715
2028,357848.211531,357201.892155
2029,362140.193617,361350.421014
2030,364451.260894,363584.244245
2031,368743.24298,367732.773104
