year,Base case cost,Modeled diesel efficiency
2019,9527.37043181,155356.237555
2020,9699.89729476,155513.080158
2021,10155.5971677,155927.352769
2022,10481.0970769,156223.261778
2023,10719.7970103,156440.261717
2024,10915.0969558,156617.807122
2025,10571.5118971,156305.457069
2026,10839.4059607,156548.997127
2027,11066.0855531,156755.069483
2028,11251.5506741,156923.674139
2029,11519.4447377,157167.214197
2030,11045.1942003,156736.077344
2031,11298.8824063,156966.702986
2032,11572.0850897,157215.069062
2033,11845.2877731,157463.435138
2034,12118.4904565,157711.801214
2035,11605.6830358,157245.612649
2036,11882.0088224,157496.81791
2037,12047.8042943,157647.541066
2038,12324.1300809,157898.746327
