year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,7396.9266305,5473.72570657
2018,7396.9266305,5473.72570657
2019,7396.9266305,5473.72570657
2020,7396.9266305,5473.72570657
2021,7396.9266305,5473.72570657
2022,7396.9266305,5473.72570657
2023,7396.9266305,5473.72570657
2024,7396.9266305,5473.72570657
2025,7396.9266305,5473.72570657
2026,7396.9266305,5473.72570657
2027,7396.9266305,5473.72570657
2028,7396.9266305,5473.72570657
2029,7396.9266305,5473.72570657
2030,7396.9266305,5473.72570657
2031,7396.9266305,5473.72570657
