year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,0.0,0.0,7396.93,11421.62
2018,0.0,0.0,7396.93,11421.62
2019,0.0,0.0,7396.93,11421.62
2020,0.0,0.0,7396.93,10685.99
2021,0.0,0.0,7396.93,10685.99
2022,0.0,0.0,7396.93,10685.99
2023,0.0,0.0,7396.93,10685.99
2024,0.0,0.0,7396.93,9950.36
2025,0.0,0.0,7396.93,9950.36
2026,0.0,0.0,7396.93,9950.36
2027,0.0,0.0,7396.93,9214.73
2028,0.0,0.0,7396.93,9214.73
2029,0.0,0.0,7396.93,8479.1
2030,0.0,0.0,7396.93,8479.1
2031,0.0,0.0,7396.93,8479.1
2032,0.0,0.0,7396.93,7743.47
2033,0.0,0.0,7396.93,7743.47
2034,0.0,0.0,7396.93,7743.47
2035,0.0,0.0,7396.93,7743.47
2036,0.0,0.0,7396.93,7743.47
2037,0.0,0.0,7396.93,7007.84
2038,0.0,0.0,7396.93,7007.84
2039,0.0,0.0,7396.93,7007.84
2040,0.0,0.0,7396.93,7007.84
