year,Base case cost,Modeled residential energy efficiency
2017,88064.3897861,92324.547217
2018,91513.2523234,94552.7670118
2019,96340.1680255,97827.9202935
2020,92805.7810833,93369.0711166
2021,94348.6545188,94150.7215288
2022,95438.4726382,94611.4301723
2023,96263.3392861,94877.2563581
2024,90853.9578013,88947.7871213
2025,91535.6538653,89117.23636
2026,92428.4534363,89443.5990505
2027,86913.5514575,83400.6614818
2028,87442.5967651,83470.8208412
2029,81870.5814017,77354.2799933
2030,82337.2293363,77376.1373995
2031,83100.9432821,77609.0909199
2032,77317.0183382,71301.0470718
2033,78093.6241336,71529.0962206
2034,78880.1916585,71773.4409479
2035,79317.1736167,71798.0799242
2036,80103.7411416,72054.6504776
