year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,45513.282135,33541.8287799
2018,45513.282135,33541.8287799
2019,45513.282135,33541.8287799
2020,45513.282135,33541.8287799
2021,45513.282135,33541.8287799
2022,45513.282135,33541.8287799
2023,45513.282135,33541.8287799
2024,45513.282135,33541.8287799
2025,45513.282135,33541.8287799
2026,45513.282135,33541.8287799
2027,45513.282135,33541.8287799
2028,45513.282135,33541.8287799
2029,45513.282135,33541.8287799
2030,45513.282135,33541.8287799
2031,45513.282135,33541.8287799
