year,Base case cost,Modeled diesel efficiency
2019,192344.388197,357955.61917
2020,204303.774729,364536.450822
2021,213264.905745,368492.173882
2022,219777.683053,370320.341778
2023,224571.919435,370682.118613
2024,228721.605193,370551.611093
2025,233569.814868,371147.60071
2026,240354.805304,373593.631533
2027,245273.414926,374430.190209
2028,249536.52282,374756.031326
2029,255486.100553,376698.223179
2030,259115.608925,376612.507546
2031,266130.572521,379683.820696
2032,272901.482967,382610.749995
2033,278711.043028,384739.391063
2034,286274.343988,388536.235258
2035,291397.895677,390187.286899
2036,298030.352895,393280.540897
2037,302569.585025,394539.681429
2038,309609.579713,398139.447945
