year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,65706.62,6992.12,45513.28,34585.03
2018,65863.06,6995.54,45513.28,35293.1
2019,66097.73,6999.59,45513.28,36001.17
2020,66332.39,7003.65,45513.28,36709.24
2021,66645.28,7007.99,45513.28,37417.31
2022,66801.73,7011.76,45513.28,38125.38
2023,67036.39,7015.44,45513.28,38833.45
2024,67271.06,7018.85,45513.28,38833.45
2025,67505.73,7022.79,45513.28,39541.52
2026,67896.84,7029.33,45513.28,40957.66
2027,68131.5,7033.83,45513.28,41665.73
2028,68366.17,7038.38,45513.28,42373.8
2029,68679.06,7042.95,45513.28,43081.87
2030,68913.73,7047.58,45513.28,43789.94
2031,69304.84,7054.21,45513.28,45206.08
2032,69617.73,7058.94,45513.28,45914.15
2033,69852.39,7063.74,45513.28,46622.22
2034,70165.28,7069.05,45513.28,47330.29
2035,70556.39,7074.63,45513.28,48038.36
2036,70791.06,7078.53,45513.28,48746.43
2037,71025.72,7083.53,45513.28,49454.5
2038,71338.61,7088.61,45513.28,50162.57
2039,71651.5,7093.84,45513.28,51578.71
2040,72042.61,7100.18,45513.28,52286.78
