year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,698637
2004,,0,0,0,0,0,723123
2005,,0,0,0,0,0,741835
2006,,0,0,0,0,0,777086
2007,,0,0,0,0,0,785179
2008,,0,0,0,0,0,778980
2009,,0,0,0,0,0,772293
2010,,0,0,0,0,0,782961
2011,,0,0,0,0,0,798138
2012,,0,0,0,0,0,831458
2013,,0,0,0,0,0,843736
2014,start of forecast,0,0,0,0,0,831000
2015,,0,0,0,0,0,834000
2016,,0,0,0,0,0,836000
2017,,0,0,0,0,0,840000
2018,,0,0,0,0,0,842000
2019,,0,0,0,0,0,845000
2020,,0,0,0,0,0,848000
2021,,0,0,0,0,0,852000
2022,,0,0,0,0,0,854000
2023,,0,0,0,0,0,857000
2024,,0,0,0,0,0,860000
2025,,0,0,0,0,0,863000
2026,,0,0,0,0,0,868000
2027,,0,0,0,0,0,871000
2028,,0,0,0,0,0,874000
2029,,0,0,0,0,0,878000
2030,,0,0,0,0,0,881000
2031,,0,0,0,0,0,886000
2032,,0,0,0,0,0,890000
2033,,0,0,0,0,0,893000
2034,,0,0,0,0,0,897000
2035,,0,0,0,0,0,902000
2036,,0,0,0,0,0,905000
2037,,0,0,0,0,0,908000
2038,,0,0,0,0,0,912000
2039,,0,0,0,0,0,916000
2040,,0,0,0,0,0,921000
