year,Base case cost,Modeled water and wastewater efficiency
2017,54375.7104598,47314.4235539
2018,57244.8928651,49525.9634181
2019,61173.3644439,52589.5764123
2020,63024.2970748,53987.7505061
2021,64362.6225032,54976.4157353
2022,65378.7343196,55708.5873713
2023,66080.9122973,56190.7437642
2024,66674.1651967,56587.4280719
2025,67384.1895486,57079.4989533
2026,68360.1495408,57786.003976
2027,69085.438158,58293.6692517
2028,69707.915737,58720.5122835
2029,70543.1785099,59319.7572029
2030,71064.8632044,59668.9650997
2031,72053.8931912,60394.1713833
