year,Base case cost,Modeled solar power (pv)
2016,2127850.19473,2293224.64449
2017,2537806.66603,2697944.67416
2018,2841814.75623,2998207.61352
2019,3251722.50335,3403038.26276
2020,3449830.93664,3598919.59695
2021,3581660.88679,3729418.52083
2022,3687213.70443,3834004.94046
2023,3753292.80308,3899642.56733
2024,3806156.082,3952242.07576
2025,3872047.33609,4017710.94752
2026,3963591.92489,4108513.67468
2027,4027891.94967,4172413.86429
2028,4078339.53479,4222633.47552
2029,4155511.10446,4299262.42652
2030,4205620.82582,4349160.67325
2031,4281181.29185,4424199.93111
2032,4368921.54758,4511273.74584
2033,4442893.98984,4584749.61382
2034,4529819.39768,4671035.39837
2035,4589859.26182,4730755.93064
