year,Base case cost,Modeled water and wastewater efficiency
2017,80715.2870793,63059.9888668
2018,86024.7776267,66631.8961503
2019,93191.6597333,71452.5099598
2020,96504.9405318,73684.240097
2021,98755.8630049,75201.5575373
2022,100474.996639,76361.6689763
2023,101664.384732,77164.671815
2024,102587.888046,77789.1309816
2025,103776.025467,78591.8596126
2026,105095.039246,79483.5773054
2027,106280.873531,80285.9071911
2028,107199.902666,80909.6638729
2029,108516.260755,81800.6932005
2030,109303.329842,82335.0286154
2031,110620.213583,83225.7483742
