year,Base case cost,Modeled transmission and interties
2021,256788.23187,
2022,262936.016427,
2023,267682.435837,
2024,270998.855396,
2025,275766.967766,
2026,280513.387177,
2027,285305.795661,
2028,289161.068319,
2029,294460.224323,
2030,297323.6949,
2031,302645.411581,
2032,308463.463162,
2033,314300.604547,
2034,319578.935311,
2035,323521.847523,
2036,328809.723189,
2037,332774.32836,
2038,338553.332615,
2039,343022.94987,
2040,348812.366746,
