year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,140383.410876,103883.724048
2018,140383.410876,103883.724048
2019,140383.410876,103883.724048
2020,140383.410876,103883.724048
2021,140383.410876,103883.724048
2022,140383.410876,103883.724048
2023,140383.410876,103883.724048
2024,140383.410876,103883.724048
2025,140383.410876,103883.724048
2026,140383.410876,103883.724048
2027,140383.410876,103883.724048
2028,140383.410876,103883.724048
2029,140383.410876,103883.724048
2030,140383.410876,103883.724048
2031,140383.410876,103883.724048
