year,Base case cost,Modeled non-residential energy efficiency
2017,379569.540402,538668.708785
2018,458699.345075,608174.670291
2019,569481.071616,705483.016399
2020,622234.274731,751820.32407
2021,659161.516912,784256.439439
2022,685538.118469,807425.093274
2023,704001.739559,823643.150959
2024,719827.700494,837544.34326
2025,738291.321584,853762.400945
2026,762030.262986,874614.189397
2027,780493.884076,890832.247081
2028,796319.84501,904733.439383
2029,817421.126256,923268.362451
2030,827971.766879,932535.823985
2031,851710.708281,953387.612437
