year,annotation,Electricity price ($/kwh)
2002,,0.15
2003,,0.15
2004,,0.15
2005,,0.15
2006,,0.15
2009,,0.16
2010,,0.16
2011,,0.15
2012,,0.15
2013,,0.15
2016,start of forecast,-0.02
2017,,0.01
2018,,0.03
2019,,0.07
2020,,0.08
2021,,0.09
2022,,0.1
2023,,0.11
2024,,0.11
2025,,0.12
2026,,0.12
2027,,0.13
2028,,0.13
2029,,0.14
2030,,0.14
2031,,0.15
2032,,0.16
2033,,0.16
2034,,0.17
2035,,0.17
2036,,0.18
2037,,0.19
2038,,0.19
2039,,0.2
2040,,0.21
