year,Base case cost,Modeled diesel efficiency
2019,274872.099712,454162.322116
2020,298751.480558,471083.070602
2021,314070.865177,480334.21784
2022,327884.49986,488326.085082
2023,338892.69223,493874.565651
2024,348251.438373,498028.056448
2025,363928.30783,508027.353399
2026,377882.622998,516560.357755
2027,390029.021269,523547.131012
2028,400494.517239,529100.859653
2029,414406.022142,537880.144873
2030,424925.878038,543666.75801
2031,440253.54225,553912.62707
2032,455838.156414,564478.53317
2033,471682.825316,575365.272664
2034,488932.599177,587611.821965
2035,501369.61833,595563.648858
2036,518752.988715,608090.781137
2037,532353.593022,617255.814716
2038,549856.07499,630042.990031
