year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,20660.84,546417.72,487739.31,18364.13,179108.45,295996.92
2018,21774.11,580567.75,520681.39,19065.1,184638.82,308098.98
2019,23300.1,628377.78,571912.57,20058.07,192381.35,327192.04
2020,23943.31,651144.47,597276.24,20585.67,196068.26,336608.42
2021,24297.74,667081.15,617409.65,21019.81,198649.1,344226.47
2022,24469.81,678464.49,634027.4,21384.48,200492.56,350637.74
2023,24560.33,686432.83,647965.16,21659.05,201782.98,356132.1
2024,24600.06,693262.83,661078.06,21919.49,202889.06,361339.55
2025,24461.8,701231.17,690100.08,22348.96,204179.48,373465.8
2026,24573.78,711476.18,706671.29,22698.56,205838.59,379803.13
2027,24591.04,719444.52,721376.57,23016.59,207129.01,385507.49
2028,24607.71,726274.52,735192.13,23286.57,208235.09,390907.19
2029,24649.75,735381.2,758961.66,23631.33,209709.85,400405.18
2030,24506.09,739934.53,770976.14,23913.81,210447.24,405189.67
2031,24567.5,750179.54,788498.65,24288.26,212106.35,411787.28
