year,Base case cost,Modeled non-residential energy efficiency
2017,725526.172537,811867.209105
2018,765206.571768,847010.57515
2019,820759.130691,897527.41111
2020,847212.730179,920064.247796
2021,865730.24982,935020.246928
2022,878957.049563,944943.883921
2023,888215.809384,951108.620607
2024,896151.88923,956063.007495
2025,905410.649051,962355.631941
2026,917314.76882,971260.064938
2027,926573.52864,977674.652854
2028,934509.608487,982873.035099
2029,945091.048281,990678.988242
2030,950381.768179,993440.854152
2031,962285.887948,1002632.78416
