year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,16380.02,1129411.0,1129411.0
2004,,16380.02,1171881.0,1171881.0
2005,,16380.02,1121441.0,1121441.0
2006,,16380.02,1101149.0,1101149.0
2007,,16380.02,1082945.0,1082945.0
2008,,16380.02,1070020.0,1070020.0
2009,,16380.02,1053128.0,1053128.0
2010,,16380.02,1089216.0,1089216.0
2011,,16380.02,1129448.0,1129448.0
2012,,16380.02,1085665.0,1085665.0
2013,,16380.02,1053278.0,1053278.0
2014,,16380.02,1002902.0,1002902.0
2015,,16380.02,985130.0,985130.0
2016,start of forecast,16380.02,1045000.0,1045000.0
2017,,16380.02,1045000.0,1045000.0
2018,,16380.02,1046000.0,1046000.0
2019,,16380.02,1046000.0,1046000.0
2020,,16380.02,1046000.0,1046000.0
2021,,16380.02,1047000.0,1047000.0
2022,,16380.02,1047000.0,1047000.0
2023,,16380.02,1047000.0,1047000.0
2024,,16380.02,1047000.0,1047000.0
2025,,16380.02,1047000.0,1047000.0
2026,,16380.02,1048000.0,1048000.0
2027,,16380.02,1048000.0,1048000.0
2028,,16380.02,1048000.0,1048000.0
2029,,16380.02,1049000.0,1049000.0
2030,,16380.02,1049000.0,1049000.0
2031,,16380.02,1050000.0,1050000.0
2032,,16380.02,1050000.0,1050000.0
2033,,16380.02,1051000.0,1051000.0
2034,,16380.02,1051000.0,1051000.0
2035,,16380.02,1051000.0,1051000.0
2036,,16380.02,1052000.0,1052000.0
2037,,16380.02,1052000.0,1052000.0
2038,,16380.02,1052000.0,1052000.0
2039,,16380.02,1052000.0,1052000.0
2040,,16380.02,1052000.0,1052000.0
