year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,75600.41,12509.04,61299.95,67444.27
2018,75672.76,12509.43,61299.95,67444.27
2019,75672.76,12510.21,61299.95,67444.27
2020,75672.76,12510.78,61299.95,67444.27
2021,75745.1,12511.33,61299.95,67444.27
2022,75745.1,12511.53,61299.95,67444.27
2023,75745.1,12511.63,61299.95,67444.27
2024,75745.1,12511.83,61299.95,68466.81
2025,75745.1,12512.14,61299.95,68466.81
2026,75817.45,12512.98,61299.95,68466.81
2027,75817.45,12513.74,61299.95,68466.81
2028,75817.45,12514.65,61299.95,68466.81
2029,75889.79,12515.66,61299.95,69489.36
2030,75889.79,12516.54,61299.95,69489.36
2031,75962.14,12517.29,61299.95,69489.36
2032,75962.14,,,69489.36
2033,76034.48,,,69489.36
2034,76034.48,,,70511.9
2035,76034.48,,,70511.9
2036,76106.82,,,70511.9
