year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,58802.41,288158.34,450613.92,84013.26,309595.61,327504.34
2018,63557.79,311452.33,476242.75,87954.03,324096.79,342844.35
2019,69942.01,342715.3,510639.32,93248.09,343558.91,363432.26
2020,72947.74,357427.29,526825.95,95742.97,352717.55,373120.69
2021,75077.86,367848.28,538291.47,97512.91,359204.92,379983.33
2022,76580.48,375204.28,546384.78,98759.47,363784.24,384827.54
2023,77707.11,380721.27,552454.77,99693.46,367218.73,388460.7
2024,78584.21,385012.27,565623.39,100422.11,369890.0,395493.87
2025,79587.1,389916.27,571100.73,101256.17,372942.88,398758.07
2026,80968.86,396659.26,578632.08,102410.31,377140.59,403246.35
2027,82100.08,402176.26,584794.1,103356.3,380575.08,406918.58
2028,82982.07,406467.25,589586.77,104097.69,383246.35,409774.75
2029,84115.15,411984.25,604646.23,105048.34,386680.84,417845.35
2030,84872.06,415662.25,608815.59,105685.99,388970.5,420319.55
2031,86254.05,422405.24,616459.42,106840.02,393168.21,424855.57
2032,,,624103.25,,,429391.6
2033,,,631052.19,,,433515.26
2034,,,648799.62,,,443079.05
2035,,,653735.46,,,445996.0
2036,,,661491.77,,,450579.77
