year,annotation,Average Load
2003,,120.0
2004,,125.0
2005,,120.0
2006,,117.0
2007,,111.0
2008,,112.0
2009,,112.0
2010,,117.0
2011,,127.0
2012,,115.0
2013,,112.0
2014,,107.0
2015,,105.0
2016,start of forecast,111.0
2017,,111.0
2018,,111.0
2019,,112.0
2020,,112.0
2021,,112.0
2022,,112.0
2023,,112.0
2024,,112.0
2025,,112.0
2026,,112.0
2027,,112.0
2028,,112.0
2029,,112.0
2030,,112.0
2031,,112.0
2032,,112.0
2033,,112.0
2034,,112.0
2035,,112.0
2036,,112.0
2037,,112.0
2038,,112.0
2039,,112.0
2040,,112.0
