year,Base case cost,Modeled non-residential energy efficiency
2017,597753.956615,574254.472945
2018,635549.120797,607008.722355
2019,686274.209568,651448.724391
2020,710144.839578,671712.360485
2021,727053.202502,685729.624075
2022,738988.517507,695292.896587
2023,747940.003761,702194.575593
2024,754902.270847,707330.539496
2025,762859.147517,713389.751922
2026,773799.852938,722164.656602
2027,782751.339192,729171.967534
2028,789713.606278,734411.087615
2029,798665.092532,741467.573409
2030,804632.750034,745858.180903
2031,815573.455455,754754.633341
