year,Base case cost,Modeled water and wastewater efficiency
2017,142815.675289,105052.594701
2018,151511.822358,111468.866246
2019,163190.097745,120115.611774
2020,168690.719643,124146.624243
2021,172590.776612,126983.046644
2022,175339.944482,128961.555663
2023,177400.564175,130427.333699
2024,179006.315907,131554.641802
2025,180843.268506,132856.294964
2026,183379.174308,134681.137234
2027,185456.377567,136164.819984
2028,187079.760245,137310.586961
2029,189163.494183,138801.820483
2030,190558.051446,139779.621343
2031,193094.076605,141612.347423
