year,Base case cost,Modeled residential energy efficiency
2017,778118.264891,744122.453128
2018,819087.097025,779088.697987
2019,874071.582257,826451.148449
2020,899946.634131,848152.615621
2021,918274.795875,863220.7308
2022,931212.321812,873557.698733
2023,940915.466265,881065.73876
2024,961117.261846,899350.576488
2025,969858.808235,906072.591003
2026,981878.434521,915716.118121
2027,991712.67421,923450.707577
2028,999361.527301,929275.819802
2029,1022491.58248,950350.661569
2030,1029135.1391,955340.586401
2031,1041314.99289,965254.177549
2032,1053494.84669,975188.215847
2033,1064567.44105,984161.676364
2034,1091878.67664,1009139.85053
2035,1099731.45565,1015312.17974
2036,1112071.53696,1025483.55283
