year,Base case cost,Modeled non-residential energy efficiency
2017,357874.621974,376789.452462
2018,382816.072791,399823.406082
2019,416710.864927,431125.958437
2020,432059.450045,445300.699126
2021,442931.364504,455341.140448
2022,451245.181443,463019.124988
2023,457000.900862,468334.652746
2024,461477.571522,472468.952114
2025,466593.766561,477193.865677
2026,473628.53474,483690.621826
2027,478744.72978,488415.535389
2028,483860.924819,493140.448952
2029,489616.644238,498455.976711
2030,493453.790518,501999.661883
2031,500488.558697,508496.418032
