year,Base case cost,Modeled water and wastewater efficiency
2017,0.0,5527.73509387
2018,0.0,5527.73509387
2019,0.0,5527.73509387
2020,0.0,5527.73509387
2021,0.0,5527.73509387
2022,0.0,5527.73509387
2023,0.0,5527.73509387
2024,0.0,5527.73509387
2025,0.0,5527.73509387
2026,0.0,5527.73509387
2027,0.0,5527.73509387
2028,0.0,5527.73509387
2029,0.0,5527.73509387
2030,0.0,5527.73509387
2031,0.0,5527.73509387
