year,Base case diesel consumed,Modeled residential energy efficiency
2017,10881.7296546,8718.32422806
2018,10881.7296546,8718.32422806
2019,10881.7296546,8718.32422806
2020,10881.7296546,8718.32422806
2021,10881.7296546,8718.32422806
2022,10881.7296546,8718.32422806
2023,9859.18526731,7695.77984078
2024,9859.18526731,7695.77984078
2025,9859.18526731,7695.77984078
2026,9859.18526731,7695.77984078
2027,9859.18526731,7695.77984078
2028,9859.18526731,7695.77984078
2029,9859.18526731,7695.77984078
2030,9859.18526731,7695.77984078
2031,9859.18526731,7695.77984078
2032,9859.18526731,7695.77984078
2033,9859.18526731,7695.77984078
2034,9859.18526731,7695.77984078
2035,9859.18526731,7695.77984078
2036,8836.64088003,6673.2354535
