year,Base case diesel consumed,Modeled diesel efficiency
2019,37015.1458184,33650.1325621
2020,37015.1458184,33650.1325621
2021,37015.1458184,33650.1325621
2022,36924.8649749,33568.0590681
2023,36924.8649749,33568.0590681
2024,36924.8649749,33568.0590681
2025,36924.8649749,33568.0590681
2026,36924.8649749,33568.0590681
2027,36924.8649749,33568.0590681
2028,36924.8649749,33568.0590681
2029,36834.5841314,33485.985574
2030,36834.5841314,33485.985574
2031,36834.5841314,33485.985574
2032,36834.5841314,33485.985574
2033,36834.5841314,33485.985574
2034,36834.5841314,33485.985574
2035,36834.5841314,33485.985574
2036,36834.5841314,33485.985574
2037,36834.5841314,33485.985574
2038,36834.5841314,33485.985574
