year,Base case diesel consumed,Modeled residential ashp
2017,20964.7050822,10082.9754385
2018,20964.7050822,10082.9754385
2019,20964.7050822,10082.9754385
2020,20964.7050822,10082.9754385
2021,20964.7050822,10082.9754385
2022,20964.7050822,10082.9754385
2023,18994.67438,8112.94473628
2024,18994.67438,8112.94473628
2025,18994.67438,8112.94473628
2026,18994.67438,8112.94473628
2027,18994.67438,8112.94473628
2028,18994.67438,8112.94473628
2029,18994.67438,8112.94473628
2030,18994.67438,8112.94473628
2031,18994.67438,8112.94473628
