year,Base case cost,Modeled non-residential energy efficiency
2017,182547.443556,201821.94851
2018,192608.120963,210175.014402
2019,206658.356062,222357.657132
2020,213274.617397,227506.307442
2021,218048.886033,230963.178964
2022,221573.158547,233236.616706
2023,223960.292865,234480.417189
2024,225994.999932,235416.430175
2025,228461.990692,236766.519026
2026,231553.979513,238743.614315
2027,233941.113831,240079.617754
2028,236055.677339,241164.766462
2029,238795.238909,242875.35778
2030,240477.518724,243611.665433
2031,243569.507545,245694.856155
