year,Base case diesel consumed,Modeled residential ashp
2017,16596.6842362,-42204.7733679
2018,16596.6842362,-42204.7733679
2019,16389.0530235,-42412.4045806
2020,16181.4218108,-42620.0357933
2021,16181.4218108,-42620.0357933
2022,15973.7905981,-42827.667006
2023,15766.1593854,-43035.2982187
2024,15350.89696,-43450.5606441
2025,15143.2657473,-43658.1918568
2026,14935.6345346,-43865.8230695
2027,14728.0033218,-44073.4542822
2028,14520.3721091,-44281.0854949
2029,13897.478471,-44903.979133
2030,13482.2160456,-45319.2415584
2031,13066.9536202,-45734.5039838
