year,Base case diesel consumed,Modeled non-residential ashp
2017,3761.47718168,-4415.64712632
2018,3761.47718168,-4415.64712632
2019,3761.47718168,-4415.64712632
2020,3761.47718168,-4415.64712632
2021,3761.47718168,-4415.64712632
2022,3761.47718168,-4415.64712632
2023,3761.47718168,-4415.64712632
2024,3761.47718168,-4415.64712632
2025,3761.47718168,-4415.64712632
2026,3761.47718168,-4415.64712632
2027,3761.47718168,-4415.64712632
2028,3761.47718168,-4415.64712632
2029,3761.47718168,-4415.64712632
2030,3761.47718168,-4415.64712632
2031,3761.47718168,-4415.64712632
