year,Base case cost,Modeled water and wastewater efficiency
2017,36340.3893412,33643.3170236
2018,39382.4730935,35604.9430997
2019,43652.8579294,38434.4957012
2020,45611.2144568,39641.6311029
2021,47048.0519626,40485.9222272
2022,48043.6335731,41023.4692143
2023,48715.3585678,41336.9042755
2024,49265.3571917,41568.259552
2025,49921.1503998,41877.701574
2026,50788.2541773,42339.391718
2027,51460.7087697,42667.7609841
2028,52028.1004383,42925.6002522
2029,52690.0938786,43252.2185851
2030,53066.4513192,43381.3924413
2031,53883.9926251,43824.3728439
