year,Base case diesel consumed,Modeled residential ashp
2017,1219.94527512,-3746.67387439
2018,1219.94527512,-3746.67387439
2019,1219.94527512,-3746.67387439
2020,1219.94527512,-3746.67387439
2021,1219.94527512,-3746.67387439
2022,1219.94527512,-3746.67387439
2023,1219.94527512,-3746.67387439
2024,1219.94527512,-3746.67387439
2025,1219.94527512,-3746.67387439
2026,1219.94527512,-3746.67387439
2027,1219.94527512,-3746.67387439
2028,1219.94527512,-3746.67387439
2029,956.452371429,-4010.16677808
2030,956.452371429,-4010.16677808
2031,956.452371429,-4010.16677808
