year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,155247.18,2749.99,256864.39,65765.55
2018,158539.79,2763.87,256864.39,67927.57
2019,161302.31,2774.52,256864.39,70089.6
2020,164342.73,2787.47,256864.39,72251.62
2021,166933.46,2798.07,256864.39,74413.65
2022,169461.77,2808.38,256864.39,75494.66
2023,171863.01,2818.45,256864.39,77656.69
2024,174149.21,2827.82,256864.39,78737.7
2025,176873.04,2839.08,256864.39,80899.73
2026,179588.53,2850.32,256864.39,83061.75
2027,183266.51,2865.56,256864.39,85223.78
2028,186207.58,2877.64,256864.39,87385.81
2029,189809.23,2892.75,256864.39,90628.84
2030,193853.3,2909.41,256864.39,92790.87
2031,196720.56,2921.15,256864.39,94952.9
2032,199587.71,,,97114.92
2033,202455.09,,,99276.95
2034,205322.35,,,101438.97
2035,208189.62,,,103601.0
2036,211056.92,,,105763.02
