year,Base case cost,Modeled water and wastewater efficiency
2017,33560.4650905,25322.4369704
2018,36078.3282047,27119.0682237
2019,39539.8118819,29589.0528723
2020,41216.4933989,30785.4334378
2021,42490.6798115,31694.6121312
2022,43380.5555546,32329.5568962
2023,44077.7397296,32827.0023246
2024,44672.3647973,33251.2669785
2025,45291.6196101,33693.0973431
2026,46206.842536,34346.1210859
2027,46880.6686545,34826.8715485
2028,47519.7010584,35282.8081984
2029,48396.7903425,35908.5994069
2030,49000.8376995,36339.548344
2031,49844.8284406,36941.7352631
