year,Base case diesel consumed,Modeled non-residential ashp
2017,76168.1395313,-891.17744429
2018,78672.1480418,1612.83106617
2019,81176.1565522,4116.83957662
2020,83680.1650627,6620.84808708
2021,86184.1735732,9124.85659754
2022,87436.1778284,10376.8608528
2023,89940.1863388,12880.8693632
2024,91192.1905941,14132.8736184
2025,93696.1991045,16636.8821289
2026,96200.207615,19140.8906394
2027,98704.2161254,21644.8991498
2028,101208.224636,24148.9076603
2029,104964.237402,27904.920426
2030,107468.245912,30408.9289364
2031,109972.254422,32912.9374469
