year,Base case diesel consumed,Modeled residential ashp
2017,31926.5090311,-196340.319288
2018,31926.5090311,-196340.319288
2019,32164.4197179,-196102.408602
2020,32164.4197179,-196102.408602
2021,31926.5090311,-196340.319288
2022,31926.5090311,-196340.319288
2023,31926.5090311,-196340.319288
2024,32164.4197179,-196102.408602
2025,31926.5090311,-196340.319288
2026,31926.5090311,-196340.319288
2027,31926.5090311,-196340.319288
2028,31688.5983442,-196578.229975
2029,31450.6876574,-196816.140662
2030,31212.7769706,-197054.051349
2031,30974.8662837,-197291.962036
