year,Base case cost,Modeled water and wastewater efficiency
2017,59628.6261905,58703.6412717
2018,62544.5798609,60333.6929612
2019,66474.8156343,62673.2800565
2020,68375.169635,63619.6235816
2021,69636.4699201,64133.0786184
2022,70646.6832802,64481.5385007
2023,71282.0014019,64579.3432057
2024,71791.7413935,64598.4259502
2025,72419.7296685,64706.8429427
2026,73286.1382454,64987.3071363
2027,73884.1498543,65089.6029698
2028,74343.1142069,65102.9395909
2029,75058.8542136,65300.7929659
2030,75506.9377626,65320.4937278
2031,76193.5135918,65511.472289
