year,Base case cost,Modeled residential energy efficiency
2017,1375778.58011,1393191.78513
2018,1449256.16177,1451866.4402
2019,1558983.90395,1543126.45681
2020,1607244.1863,1580527.47437
2021,1628158.09973,1593020.52236
2022,1653715.51944,1611183.95007
2023,1669688.90675,1621257.98467
2024,1694112.69452,1640335.44031
2025,1698441.00392,1638928.86689
2026,1720803.74617,1654696.46054
2027,1736777.13349,1665091.81598
2028,1737434.59688,1660716.73716
2029,1744209.3189,1661593.20136
2030,1744458.63782,1656956.05688
2031,1750734.51659,1657476.33285
