year,Base case cost,Modeled non-residential energy efficiency
2017,2641548.72625,2212312.29322
2018,2746635.17064,2295156.74964
2019,2888273.42177,2408044.03007
2020,2956808.05942,2461076.29249
2021,3002497.81785,2495454.10875
2022,3039049.62459,2522412.7503
2023,3061894.50381,2538204.85827
2024,3080170.40718,2550320.11623
2025,3103015.2864,2566248.24696
2026,3134998.1173,2589733.34319
2027,3157842.99651,2605791.19554
2028,3176118.89989,2618165.96952
2029,3203532.75494,2638093.20179
2030,3221808.65832,2650588.78842
2031,3249222.51337,2670634.00173
