year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,7510.30743806,4881.69983474
2018,7510.95578359,4882.12125933
2019,7511.74448702,4882.63391656
2020,7511.94611654,4882.76497575
2021,7511.48266555,4882.46373261
2022,7511.24594655,4882.30986526
2023,7511.5074981,4882.47987377
2024,7511.86568067,4882.71269243
2025,7511.37307842,4882.39250097
2026,7509.41535563,4881.11998116
2027,7505.97037893,4878.88074631
2028,7501.33424952,4875.86726219
2029,7497.16723939,4873.1587056
2030,7491.60906654,4869.54589325
2031,7484.79981894,4865.11988231
