year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,1332285.91,7510.31,140240.63,228266.83
2018,1332285.91,7510.96,140240.63,228266.83
2019,1332285.91,7511.74,140240.63,229967.83
2020,1332285.91,7511.95,140240.63,229967.83
2021,1332285.91,7511.48,140240.63,228266.83
2022,1332285.91,7511.25,140240.63,228266.83
2023,1332285.91,7511.51,140240.63,228266.83
2024,1332285.91,7511.87,140240.63,229967.83
2025,1332285.91,7511.37,140240.63,228266.83
2026,1332221.8,7509.42,140240.63,228266.83
2027,1332221.8,7505.97,140240.63,228266.83
2028,1332157.69,7501.33,140240.63,226565.82
2029,1332093.57,7497.17,140240.63,224864.82
2030,1332029.46,7491.61,140240.63,223163.82
2031,1331965.35,7484.8,140240.63,221462.81
