year,Base case diesel consumed,Modeled residential energy efficiency
2017,228266.827863,181285.764006
2018,228266.827863,181285.764006
2019,229967.831808,182986.76795
2020,229967.831808,182986.76795
2021,228266.827863,181285.764006
2022,228266.827863,181285.764006
2023,228266.827863,181285.764006
2024,229967.831808,182986.76795
2025,228266.827863,181285.764006
2026,228266.827863,181285.764006
2027,228266.827863,181285.764006
2028,226565.823918,179584.760061
2029,224864.819974,177883.756116
2030,223163.816029,176182.752172
2031,221462.812084,174481.748227
