year,Base case diesel consumed,Modeled non-residential ashp
2017,19353.2067183,-22718.9818839
2018,19353.2067183,-22718.9818839
2019,19353.2067183,-22718.9818839
2020,19353.2067183,-22718.9818839
2021,19353.2067183,-22718.9818839
2022,19353.2067183,-22718.9818839
2023,19353.2067183,-22718.9818839
2024,19353.2067183,-22718.9818839
2025,19353.2067183,-22718.9818839
2026,19353.2067183,-22718.9818839
2027,19353.2067183,-22718.9818839
2028,19353.2067183,-22718.9818839
2029,19353.2067183,-22718.9818839
2030,19353.2067183,-22718.9818839
2031,19353.2067183,-22718.9818839
