year,Base case diesel consumed,Modeled residential ashp
2017,1293.58009163,-4883.17483307
2018,1293.58009163,-4883.17483307
2019,1293.58009163,-4883.17483307
2020,1293.58009163,-4883.17483307
2021,1293.58009163,-4883.17483307
2022,1293.58009163,-4883.17483307
2023,1293.58009163,-4883.17483307
2024,1293.58009163,-4883.17483307
2025,1293.58009163,-4883.17483307
2026,1293.58009163,-4883.17483307
2027,1293.58009163,-4883.17483307
2028,1293.58009163,-4883.17483307
2029,1293.58009163,-4883.17483307
2030,1293.58009163,-4883.17483307
2031,1293.58009163,-4883.17483307
